supplier_id,supplier_name,contact_name,phone,address,city,country,customer_id
,,,,,,,1171
,,,,,,,2536
,,,,,,,1571
,,,,,,,4825
,,,,,,,1980
,,,,,,,402
,,,,,,,4800
,,,,,,,3906
,,,,,,,4641
,,,,,,,2545
,,,,,,,591
,,,,,,,2218
,,,,,,,2595
,,,,,,,615
,,,,,,,2466
,,,,,,,3006
,,,,,,,2490
,,,,,,,3251
,,,,,,,2250
,,,,,,,2794
,,,,,,,3095
,,,,,,,4341
,,,,,,,4819
,,,,,,,3949
,,,,,,,4005
,,,,,,,859
,,,,,,,2482
,,,,,,,1346
,,,,,,,4192
,,,,,,,997
,,,,,,,3969
,,,,,,,914
,,,,,,,373
,,,,,,,662
,,,,,,,1743
,,,,,,,753
,,,,,,,4036
,,,,,,,2295
,,,,,,,3206
,,,,,,,4638
,,,,,,,4078
,,,,,,,3510
,,,,,,,3891
,,,,,,,3316
,,,,,,,68
,,,,,,,2698
,,,,,,,3603
,,,,,,,60
,,,,,,,4826
,,,,,,,1347
,,,,,,,999
,,,,,,,4235
,,,,,,,2875
,,,,,,,4665
,,,,,,,1400
,,,,,,,3016
,,,,,,,2792
,,,,,,,819
,,,,,,,1311
,,,,,,,3129
,,,,,,,1184
,,,,,,,3153
,,,,,,,3035
,,,,,,,147
,,,,,,,2375
,,,,,,,211
,,,,,,,3214
,,,,,,,2357
,,,,,,,438
,,,,,,,4639
,,,,,,,1549
,,,,,,,2371
,,,,,,,3169
,,,,,,,3792
,,,,,,,4076
,,,,,,,4225
,,,,,,,928
,,,,,,,79
,,,,,,,2689
,,,,,,,4514
,,,,,,,4006
,,,,,,,2657
,,,,,,,2261
,,,,,,,2325
,,,,,,,3826
,,,,,,,1441
,,,,,,,2115
,,,,,,,365
,,,,,,,166
,,,,,,,422
,,,,,,,231
,,,,,,,3983
,,,,,,,3032
,,,,,,,1760
,,,,,,,3915
,,,,,,,4099
,,,,,,,3103
,,,,,,,2149
,,,,,,,1517
,,,,,,,3058
,,,,,,,3270
,,,,,,,474
,,,,,,,1477
,,,,,,,1245
,,,,,,,4770
,,,,,,,3517
,,,,,,,3571
,,,,,,,1981
,,,,,,,2263
,,,,,,,160
,,,,,,,3569
,,,,,,,1168
,,,,,,,3574
,,,,,,,4279
,,,,,,,3412
,,,,,,,975
,,,,,,,92
,,,,,,,2806
,,,,,,,4728
,,,,,,,4011
,,,,,,,1392
,,,,,,,4671
,,,,,,,4068
,,,,,,,3262
,,,,,,,2853
,,,,,,,1328
,,,,,,,4848
,,,,,,,1884
,,,,,,,3862
,,,,,,,3603
,,,,,,,3858
,,,,,,,3840
,,,,,,,1558
,,,,,,,3899
,,,,,,,2709
,,,,,,,1724
,,,,,,,1473
,,,,,,,1789
,,,,,,,2261
,,,,,,,3179
,,,,,,,3441
,,,,,,,4466
,,,,,,,3445
,,,,,,,2473
,,,,,,,562
,,,,,,,3136
,,,,,,,4822
,,,,,,,3090
,,,,,,,1720
,,,,,,,1553
,,,,,,,846
,,,,,,,2470
,,,,,,,1686
,,,,,,,3618
,,,,,,,1739
,,,,,,,823
,,,,,,,922
,,,,,,,2617
,,,,,,,2156
,,,,,,,309
,,,,,,,101
,,,,,,,1800
,,,,,,,1040
,,,,,,,4803
,,,,,,,405
,,,,,,,2078
,,,,,,,672
,,,,,,,1939
,,,,,,,2899
,,,,,,,4977
,,,,,,,4154
,,,,,,,3405
,,,,,,,2259
,,,,,,,805
,,,,,,,309
,,,,,,,3202
,,,,,,,4365
,,,,,,,2216
,,,,,,,3884
,,,,,,,4223
,,,,,,,3794
,,,,,,,1154
,,,,,,,1448
,,,,,,,2491
,,,,,,,3688
,,,,,,,3137
,,,,,,,2891
,,,,,,,4103
,,,,,,,2535
,,,,,,,2255
,,,,,,,665
,,,,,,,2373
,,,,,,,2022
,,,,,,,4520
,,,,,,,3696
,,,,,,,8
,,,,,,,729
,,,,,,,2036
,,,,,,,1415
,,,,,,,1882
,,,,,,,104
,,,,,,,2720
,,,,,,,1508
,,,,,,,2015
,,,,,,,2698
,,,,,,,1855
,,,,,,,492
,,,,,,,4263
,,,,,,,4865
,,,,,,,2130
,,,,,,,2190
,,,,,,,2805
,,,,,,,3463
,,,,,,,1845
,,,,,,,145
,,,,,,,3266
,,,,,,,926
,,,,,,,2180
,,,,,,,1062
,,,,,,,4922
,,,,,,,159
,,,,,,,4052
,,,,,,,4
,,,,,,,1666
,,,,,,,2316
,,,,,,,4241
,,,,,,,2746
,,,,,,,3202
,,,,,,,4934
,,,,,,,3793
,,,,,,,4365
,,,,,,,4
,,,,,,,2334
,,,,,,,2904
,,,,,,,4720
,,,,,,,1886
,,,,,,,419
,,,,,,,2717
,,,,,,,254
,,,,,,,4956
,,,,,,,1863
,,,,,,,2431
,,,,,,,3439
,,,,,,,2097
,,,,,,,382
,,,,,,,950
,,,,,,,1806
,,,,,,,4338
,,,,,,,4476
,,,,,,,2349
,,,,,,,1587
,,,,,,,4094
,,,,,,,1375
,,,,,,,3606
,,,,,,,2773
,,,,,,,2437
,,,,,,,1830
,,,,,,,1227
,,,,,,,4543
,,,,,,,2292
,,,,,,,83
,,,,,,,2160
,,,,,,,4663
,,,,,,,4295
,,,,,,,1220
,,,,,,,4696
,,,,,,,4538
,,,,,,,1628
,,,,,,,4472
,,,,,,,3473
,,,,,,,564
,,,,,,,1247
,,,,,,,929
,,,,,,,3025
,,,,,,,4630
,,,,,,,2314
,,,,,,,2985
,,,,,,,3669
,,,,,,,4715
,,,,,,,3940
,,,,,,,4117
,,,,,,,1874
,,,,,,,143
,,,,,,,1229
,,,,,,,3515
,,,,,,,1637
,,,,,,,1338
,,,,,,,4027
,,,,,,,1655
,,,,,,,1745
,,,,,,,1759
,,,,,,,2512
,,,,,,,2386
,,,,,,,845
,,,,,,,3865
,,,,,,,2215
,,,,,,,1596
,,,,,,,1136
,,,,,,,2908
,,,,,,,679
,,,,,,,4673
,,,,,,,3383
,,,,,,,3199
,,,,,,,2669
,,,,,,,2503
,,,,,,,383
,,,,,,,1007
,,,,,,,357
,,,,,,,4661
,,,,,,,3154
,,,,,,,1437
,,,,,,,2717
,,,,,,,4341
,,,,,,,16
,,,,,,,3158
,,,,,,,2519
,,,,,,,1199
,,,,,,,4178
,,,,,,,79
,,,,,,,2672
,,,,,,,2835
,,,,,,,1915
,,,,,,,3671
,,,,,,,4628
,,,,,,,97
,,,,,,,3168
,,,,,,,3490
,,,,,,,2546
,,,,,,,995
,,,,,,,2149
,,,,,,,361
,,,,,,,3755
,,,,,,,2841
,,,,,,,809
,,,,,,,2272
,,,,,,,546
,,,,,,,3646
,,,,,,,414
,,,,,,,1297
,,,,,,,159
,,,,,,,1488
,,,,,,,3812
,,,,,,,4492
,,,,,,,3404
,,,,,,,3097
,,,,,,,3127
,,,,,,,465
,,,,,,,4590
,,,,,,,4215
,,,,,,,864
,,,,,,,3692
,,,,,,,952
,,,,,,,1613
,,,,,,,4734
,,,,,,,143
,,,,,,,1010
,,,,,,,3373
,,,,,,,2268
,,,,,,,4153
,,,,,,,2965
,,,,,,,3264
,,,,,,,4076
,,,,,,,2296
,,,,,,,2890
,,,,,,,3653
,,,,,,,4242
,,,,,,,4321
,,,,,,,1504
,,,,,,,4952
,,,,,,,4125
,,,,,,,1996
,,,,,,,3031
,,,,,,,2806
,,,,,,,4286
,,,,,,,224
,,,,,,,1790
,,,,,,,4227
,,,,,,,3299
,,,,,,,682
,,,,,,,2977
,,,,,,,4385
,,,,,,,3397
,,,,,,,3078
,,,,,,,2714
,,,,,,,4615
,,,,,,,830
,,,,,,,1797
,,,,,,,3879
,,,,,,,4312
,,,,,,,2735
,,,,,,,1339
,,,,,,,1233
,,,,,,,4145
,,,,,,,3826
,,,,,,,4575
,,,,,,,583
,,,,,,,4024
,,,,,,,4702
,,,,,,,3583
,,,,,,,1752
,,,,,,,3851
,,,,,,,970
,,,,,,,1973
,,,,,,,3150
,,,,,,,317
,,,,,,,1813
,,,,,,,3043
,,,,,,,1055
,,,,,,,2517
,,,,,,,2276
,,,,,,,1383
,,,,,,,3437
,,,,,,,4818
,,,,,,,2187
,,,,,,,2629
,,,,,,,915
,,,,,,,620
,,,,,,,3810
,,,,,,,270
,,,,,,,4364
,,,,,,,2775
,,,,,,,4527
,,,,,,,4617
,,,,,,,4901
,,,,,,,2649
,,,,,,,867
,,,,,,,875
,,,,,,,4219
,,,,,,,3328
,,,,,,,2161
,,,,,,,1805
,,,,,,,294
,,,,,,,1458
,,,,,,,694
,,,,,,,2723
,,,,,,,2472
,,,,,,,1486
,,,,,,,1638
,,,,,,,285
,,,,,,,4044
,,,,,,,4417
,,,,,,,2447
,,,,,,,491
,,,,,,,3171
,,,,,,,772
,,,,,,,4338
,,,,,,,4467
,,,,,,,2584
,,,,,,,2484
,,,,,,,4120
,,,,,,,66
,,,,,,,4947
,,,,,,,575
,,,,,,,309
,,,,,,,4016
,,,,,,,1228
,,,,,,,58
,,,,,,,3511
,,,,,,,2566
,,,,,,,3355
,,,,,,,1381
,,,,,,,2635
,,,,,,,3531
,,,,,,,1940
,,,,,,,376
,,,,,,,2322
,,,,,,,2916
,,,,,,,4457
,,,,,,,1685
,,,,,,,2255
,,,,,,,4617
,,,,,,,1432
,,,,,,,1665
,,,,,,,2804
,,,,,,,2101
,,,,,,,2344
,,,,,,,3714
,,,,,,,4246
,,,,,,,4670
,,,,,,,480
,,,,,,,4069
,,,,,,,2120
,,,,,,,1129
,,,,,,,1489
,,,,,,,2336
,,,,,,,1406
,,,,,,,281
,,,,,,,2340
,,,,,,,929
,,,,,,,2851
,,,,,,,2523
,,,,,,,4573
,,,,,,,4746
,,,,,,,1385
,,,,,,,4161
,,,,,,,1148
,,,,,,,3541
,,,,,,,2052
,,,,,,,3881
,,,,,,,2184
,,,,,,,3382
,,,,,,,4797
,,,,,,,1804
,,,,,,,618
,,,,,,,4355
,,,,,,,220
,,,,,,,4987
,,,,,,,3295
,,,,,,,1245
,,,,,,,3396
,,,,,,,3668
,,,,,,,4029
,,,,,,,413
,,,,,,,143
,,,,,,,3762
,,,,,,,3085
,,,,,,,2283
,,,,,,,2256
,,,,,,,1772
,,,,,,,1661
,,,,,,,926
,,,,,,,1679
,,,,,,,2514
,,,,,,,3237
,,,,,,,4361
,,,,,,,2580
,,,,,,,3091
,,,,,,,1219
,,,,,,,1578
,,,,,,,429
,,,,,,,2431
,,,,,,,1029
,,,,,,,937
,,,,,,,2943
,,,,,,,4147
,,,,,,,4641
,,,,,,,501
,,,,,,,62
,,,,,,,3036
,,,,,,,718
,,,,,,,852
,,,,,,,957
,,,,,,,3617
,,,,,,,4174
,,,,,,,498
,,,,,,,1187
,,,,,,,2729
,,,,,,,722
,,,,,,,1679
,,,,,,,1657
,,,,,,,3187
,,,,,,,683
,,,,,,,3939
,,,,,,,2534
,,,,,,,4170
,,,,,,,273
,,,,,,,1795
,,,,,,,1521
,,,,,,,1483
,,,,,,,511
,,,,,,,2003
,,,,,,,3134
,,,,,,,3495
,,,,,,,965
,,,,,,,1487
,,,,,,,3367
,,,,,,,1578
,,,,,,,2757
,,,,,,,540
,,,,,,,4875
,,,,,,,617
,,,,,,,1757
,,,,,,,4826
,,,,,,,2113
,,,,,,,1163
,,,,,,,682
,,,,,,,2504
,,,,,,,4259
,,,,,,,1793
,,,,,,,4467
,,,,,,,1255
,,,,,,,3992
,,,,,,,3986
,,,,,,,438
,,,,,,,45
,,,,,,,2568
,,,,,,,4140
,,,,,,,953
,,,,,,,4613
,,,,,,,4696
,,,,,,,2269
,,,,,,,2441
,,,,,,,2293
,,,,,,,3571
,,,,,,,210
,,,,,,,2768
,,,,,,,1660
,,,,,,,4053
,,,,,,,392
,,,,,,,2901
,,,,,,,773
,,,,,,,2933
,,,,,,,2618
,,,,,,,4677
,,,,,,,4868
,,,,,,,2795
,,,,,,,2891
,,,,,,,2030
,,,,,,,2072
,,,,,,,3298
,,,,,,,1768
,,,,,,,633
,,,,,,,2342
,,,,,,,919
,,,,,,,3007
,,,,,,,1711
,,,,,,,327
,,,,,,,2297
,,,,,,,2045
,,,,,,,4773
,,,,,,,2944
,,,,,,,410
,,,,,,,880
,,,,,,,4798
,,,,,,,2510
,,,,,,,3419
,,,,,,,69
,,,,,,,4884
,,,,,,,4429
,,,,,,,3434
,,,,,,,1124
,,,,,,,3496
,,,,,,,1710
,,,,,,,715
,,,,,,,164
,,,,,,,930
,,,,,,,2284
,,,,,,,3382
,,,,,,,4114
,,,,,,,3232
,,,,,,,3770
,,,,,,,2890
,,,,,,,4810
,,,,,,,489
,,,,,,,1312
,,,,,,,796
,,,,,,,3701
,,,,,,,2390
,,,,,,,598
,,,,,,,997
,,,,,,,4383
,,,,,,,1276
,,,,,,,2936
,,,,,,,4017
,,,,,,,2171
,,,,,,,3210
,,,,,,,663
,,,,,,,2979
,,,,,,,742
,,,,,,,2237
,,,,,,,1008
,,,,,,,1764
,,,,,,,1643
,,,,,,,2918
,,,,,,,3433
,,,,,,,4731
,,,,,,,4255
,,,,,,,2057
,,,,,,,3600
,,,,,,,592
,,,,,,,2591
,,,,,,,140
,,,,,,,1742
,,,,,,,991
,,,,,,,3064
,,,,,,,612
,,,,,,,1648
,,,,,,,3820
,,,,,,,2896
,,,,,,,3180
,,,,,,,2805
,,,,,,,2828
,,,,,,,3222
,,,,,,,318
,,,,,,,881
,,,,,,,77
,,,,,,,3332
,,,,,,,1454
,,,,,,,2769
,,,,,,,1232
,,,,,,,3369
,,,,,,,2372
,,,,,,,4076
,,,,,,,2408
,,,,,,,2067
,,,,,,,1157
,,,,,,,918
,,,,,,,3643
,,,,,,,4616
,,,,,,,4627
,,,,,,,3582
,,,,,,,554
,,,,,,,4806
,,,,,,,4831
,,,,,,,1563
,,,,,,,841
,,,,,,,1857
,,,,,,,3466
,,,,,,,2575
,,,,,,,3127
,,,,,,,4924
,,,,,,,863
,,,,,,,3497
,,,,,,,2753
,,,,,,,3856
,,,,,,,544
,,,,,,,2862
,,,,,,,886
,,,,,,,1252
,,,,,,,3072
,,,,,,,857
,,,,,,,2841
,,,,,,,1437
,,,,,,,1224
,,,,,,,1879
,,,,,,,2214
,,,,,,,3302
,,,,,,,3144
,,,,,,,2352
,,,,,,,216
,,,,,,,234
,,,,,,,3031
,,,,,,,2285
,,,,,,,4156
,,,,,,,1707
,,,,,,,404
,,,,,,,1006
,,,,,,,2814
,,,,,,,314
,,,,,,,4343
,,,,,,,835
,,,,,,,111
,,,,,,,2561
,,,,,,,1073
,,,,,,,3276
,,,,,,,842
,,,,,,,762
,,,,,,,1416
,,,,,,,1992
,,,,,,,1714
,,,,,,,2344
,,,,,,,3799
,,,,,,,1866
,,,,,,,2270
,,,,,,,3344
,,,,,,,4889
,,,,,,,4176
,,,,,,,4845
,,,,,,,3914
,,,,,,,1354
,,,,,,,4878
,,,,,,,2100
,,,,,,,1437
,,,,,,,2363
,,,,,,,1809
,,,,,,,3294
,,,,,,,1127
,,,,,,,174
,,,,,,,1588
,,,,,,,3353
,,,,,,,1226
,,,,,,,1055
,,,,,,,895
,,,,,,,1061
,,,,,,,3573
,,,,,,,3846
,,,,,,,109
,,,,,,,797
,,,,,,,1872
,,,,,,,1012
,,,,,,,3491
,,,,,,,4593
,,,,,,,1154
,,,,,,,1291
,,,,,,,3000
,,,,,,,2491
,,,,,,,4603
,,,,,,,2029
,,,,,,,1236
,,,,,,,3384
,,,,,,,4553
,,,,,,,1994
,,,,,,,1634
,,,,,,,1259
,,,,,,,2516
,,,,,,,469
,,,,,,,2005
,,,,,,,486
,,,,,,,1186
,,,,,,,1769
,,,,,,,2825
,,,,,,,4759
,,,,,,,95
,,,,,,,4406
,,,,,,,4784
,,,,,,,3530
,,,,,,,4466
,,,,,,,1220
,,,,,,,2104
,,,,,,,1406
,,,,,,,3526
,,,,,,,1038
,,,,,,,2857
,,,,,,,3688
,,,,,,,1102
,,,,,,,4204
,,,,,,,495
,,,,,,,3700
,,,,,,,3436
,,,,,,,2761
,,,,,,,4087
,,,,,,,2745
,,,,,,,2473
,,,,,,,3640
,,,,,,,3007
,,,,,,,4923
,,,,,,,4019
,,,,,,,3284
,,,,,,,954
,,,,,,,1798
,,,,,,,4940
,,,,,,,2819
,,,,,,,1290
,,,,,,,4252
,,,,,,,1670
,,,,,,,4453
,,,,,,,4860
,,,,,,,4175
,,,,,,,1709
,,,,,,,4315
,,,,,,,2249
,,,,,,,137
,,,,,,,3891
,,,,,,,4297
,,,,,,,2171
,,,,,,,4003
,,,,,,,4324
,,,,,,,2436
,,,,,,,3934
,,,,,,,3050
,,,,,,,2082
,,,,,,,1000
,,,,,,,2598
,,,,,,,3438
,,,,,,,2580
,,,,,,,4866
,,,,,,,139
,,,,,,,1675
,,,,,,,3218
,,,,,,,368
,,,,,,,604
,,,,,,,167
,,,,,,,1745
,,,,,,,1263
,,,,,,,1461
,,,,,,,2786
,,,,,,,27
,,,,,,,3955
,,,,,,,669
,,,,,,,3411
,,,,,,,878
,,,,,,,1323
,,,,,,,424
,,,,,,,4200
,,,,,,,4103
,,,,,,,169
,,,,,,,3772
,,,,,,,3771
,,,,,,,4544
,,,,,,,2787
,,,,,,,1304
,,,,,,,2381
,,,,,,,1412
,,,,,,,4148
,,,,,,,4575
,,,,,,,1125
,,,,,,,4056
,,,,,,,1238
,,,,,,,3876
,,,,,,,4089
,,,,,,,1384
,,,,,,,3049
,,,,,,,3734
,,,,,,,178
,,,,,,,110
,,,,,,,4532
,,,,,,,900
,,,,,,,3901
,,,,,,,2635
,,,,,,,273
,,,,,,,4647
,,,,,,,599
,,,,,,,2572
,,,,,,,4996
,,,,,,,3218
,,,,,,,3855
,,,,,,,2509
,,,,,,,1066
,,,,,,,1706
,,,,,,,2075
,,,,,,,4892
,,,,,,,1409
,,,,,,,4239
,,,,,,,3170
,,,,,,,1430
,,,,,,,1967
,,,,,,,2318
,,,,,,,775
,,,,,,,2024
,,,,,,,2762
,,,,,,,3864
,,,,,,,2977
,,,,,,,2007
,,,,,,,4237
,,,,,,,1136
,,,,,,,4236
,,,,,,,4734
,,,,,,,3893
,,,,,,,905
,,,,,,,4228
,,,,,,,4218
,,,,,,,255
,,,,,,,3535
,,,,,,,4826
,,,,,,,3548
,,,,,,,1732
,,,,,,,3043
,,,,,,,3608
,,,,,,,3863
,,,,,,,3228
,,,,,,,860
,,,,,,,1214
,,,,,,,3303
,,,,,,,3325
,,,,,,,4267
,,,,,,,2209
,,,,,,,4103
,,,,,,,846
,,,,,,,4782
,,,,,,,1421
,,,,,,,4823
,,,,,,,1165
,,,,,,,4421
,,,,,,,2446
,,,,,,,4134
,,,,,,,1647
,,,,,,,2091
,,,,,,,3714
,,,,,,,3269
,,,,,,,2515
,,,,,,,4452
,,,,,,,530
,,,,,,,1495
,,,,,,,937
,,,,,,,3099
,,,,,,,2381
,,,,,,,1842
,,,,,,,4215
,,,,,,,1751
,,,,,,,3797
,,,,,,,31
,,,,,,,3571
,,,,,,,3200
,,,,,,,2077
,,,,,,,4676
,,,,,,,4376
,,,,,,,3152
,,,,,,,4978
,,,,,,,3036
,,,,,,,4788
,,,,,,,582
,,,,,,,3002
,,,,,,,3684
,,,,,,,822
,,,,,,,3547
,,,,,,,3628
,,,,,,,4619
,,,,,,,1445
,,,,,,,1023
,,,,,,,480
,,,,,,,2619
,,,,,,,2007
,,,,,,,3076
,,,,,,,1666
,,,,,,,3796
,,,,,,,3314
,,,,,,,1451
,,,,,,,1507
,,,,,,,471
,,,,,,,812
,,,,,,,3470
,,,,,,,1326
,,,,,,,836
,,,,,,,1110
,,,,,,,4356
,,,,,,,3210
,,,,,,,4748
,,,,,,,4407
,,,,,,,2941
,,,,,,,1752
,,,,,,,221
,,,,,,,1711
,,,,,,,191
,,,,,,,682
,,,,,,,3126
,,,,,,,2471
,,,,,,,4037
,,,,,,,3113
,,,,,,,68
,,,,,,,3387
,,,,,,,2429
,,,,,,,2313
,,,,,,,2987
,,,,,,,1773
,,,,,,,3183
,,,,,,,2742
,,,,,,,585
,,,,,,,3784
,,,,,,,543
,,,,,,,4303
,,,,,,,4290
,,,,,,,942
,,,,,,,4264
,,,,,,,2555
,,,,,,,657
,,,,,,,2640
,,,,,,,3063
,,,,,,,4764
,,,,,,,4637
,,,,,,,2589
,,,,,,,1319
,,,,,,,44
,,,,,,,1407
,,,,,,,462
,,,,,,,1005
,,,,,,,2506
,,,,,,,447
,,,,,,,388
,,,,,,,2706
,,,,,,,77
,,,,,,,3130
,,,,,,,4413
,,,,,,,1410
,,,,,,,2008
,,,,,,,978
,,,,,,,2323
,,,,,,,1206
,,,,,,,2449
,,,,,,,3546
,,,,,,,1443
,,,,,,,1925
,,,,,,,1906
,,,,,,,2423
,,,,,,,4110
,,,,,,,4005
,,,,,,,2786
,,,,,,,1193
,,,,,,,627
,,,,,,,1705
,,,,,,,1623
,,,,,,,42
,,,,,,,393
,,,,,,,3370
,,,,,,,534
,,,,,,,4521
,,,,,,,248
,,,,,,,112
,,,,,,,362
,,,,,,,4532
,,,,,,,3167
,,,,,,,4664
,,,,,,,683
,,,,,,,4276
,,,,,,,476
,,,,,,,850
,,,,,,,1180
,,,,,,,4069
,,,,,,,856
,,,,,,,4323
,,,,,,,1455
,,,,,,,4518
,,,,,,,961
,,,,,,,4583
,,,,,,,1439
,,,,,,,3597
,,,,,,,85
,,,,,,,3794
,,,,,,,820
,,,,,,,1108
,,,,,,,2493
,,,,,,,2113
,,,,,,,2094
,,,,,,,3729
,,,,,,,2191
,,,,,,,1012
,,,,,,,3312
,,,,,,,12
,,,,,,,1617
,,,,,,,3893
,,,,,,,4837
,,,,,,,1824
,,,,,,,4945
,,,,,,,1530
,,,,,,,2164
,,,,,,,1432
,,,,,,,1261
,,,,,,,321
,,,,,,,1109
,,,,,,,3176
,,,,,,,2847
,,,,,,,157
,,,,,,,150
,,,,,,,40
,,,,,,,44
,,,,,,,707
,,,,,,,4371
,,,,,,,3210
,,,,,,,2700
,,,,,,,4582
,,,,,,,2665
,,,,,,,4973
,,,,,,,4931
,,,,,,,3420
,,,,,,,1490
,,,,,,,4592
,,,,,,,3549
,,,,,,,4165
,,,,,,,86
,,,,,,,29
,,,,,,,4113
,,,,,,,3120
,,,,,,,4701
,,,,,,,1808
,,,,,,,2943
,,,,,,,2676
,,,,,,,2650
,,,,,,,105
,,,,,,,1468
,,,,,,,3908
,,,,,,,1176
,,,,,,,4993
,,,,,,,2136
,,,,,,,2932
,,,,,,,4435
,,,,,,,2321
,,,,,,,357
,,,,,,,3564
,,,,,,,1686
,,,,,,,147
,,,,,,,400
,,,,,,,2843
,,,,,,,3137
,,,,,,,3901
,,,,,,,113
,,,,,,,1986
,,,,,,,935
,,,,,,,2552
,,,,,,,2893
,,,,,,,1605
,,,,,,,2836
,,,,,,,4592
,,,,,,,4304
,,,,,,,2445
,,,,,,,3183
,,,,,,,2293
,,,,,,,4166
,,,,,,,3253
,,,,,,,3457
,,,,,,,4339
,,,,,,,4782
,,,,,,,2009
,,,,,,,3263
,,,,,,,1184
,,,,,,,2793
,,,,,,,4046
,,,,,,,2817
,,,,,,,729
,,,,,,,3097
,,,,,,,4875
,,,,,,,4805
,,,,,,,2890
,,,,,,,2116
,,,,,,,4357
,,,,,,,3439
,,,,,,,3411
,,,,,,,2411
,,,,,,,3044
,,,,,,,1352
,,,,,,,3204
,,,,,,,1940
,,,,,,,2513
,,,,,,,4149
,,,,,,,1254
,,,,,,,1732
,,,,,,,4278
,,,,,,,3063
,,,,,,,1679
,,,,,,,2283
,,,,,,,1162
,,,,,,,52
,,,,,,,1917
,,,,,,,3385
,,,,,,,3059
,,,,,,,2352
,,,,,,,2033
,,,,,,,2968
,,,,,,,4065
,,,,,,,462
,,,,,,,2706
,,,,,,,1043
,,,,,,,954
,,,,,,,636
,,,,,,,561
,,,,,,,3896
,,,,,,,1629
,,,,,,,3702
,,,,,,,3023
,,,,,,,3012
,,,,,,,3763
,,,,,,,386
,,,,,,,867
,,,,,,,1913
,,,,,,,3009
,,,,,,,3717
,,,,,,,3169
,,,,,,,2678
,,,,,,,2443
,,,,,,,1577
,,,,,,,4688
,,,,,,,4006
,,,,,,,4120
,,,,,,,4134
,,,,,,,3033
,,,,,,,1724
,,,,,,,2400
,,,,,,,2196
,,,,,,,4276
,,,,,,,3237
,,,,,,,4457
,,,,,,,1181
,,,,,,,4882
,,,,,,,1764
,,,,,,,3421
,,,,,,,3772
,,,,,,,976
,,,,,,,1829
,,,,,,,4001
,,,,,,,3203
,,,,,,,60
,,,,,,,3101
,,,,,,,4934
,,,,,,,1845
,,,,,,,1509
,,,,,,,4261
,,,,,,,4779
,,,,,,,170
,,,,,,,4326
,,,,,,,3518
,,,,,,,1743
,,,,,,,3994
,,,,,,,4566
,,,,,,,1462
,,,,,,,2166
,,,,,,,1005
,,,,,,,4141
,,,,,,,1685
,,,,,,,4878
,,,,,,,3332
,,,,,,,2011
,,,,,,,3376
,,,,,,,1373
,,,,,,,2153
,,,,,,,4729
,,,,,,,3164
,,,,,,,4833
,,,,,,,1444
,,,,,,,4586
,,,,,,,4324
,,,,,,,3946
,,,,,,,3858
,,,,,,,3943
,,,,,,,3516
,,,,,,,4252
,,,,,,,4932
,,,,,,,654
,,,,,,,1749
,,,,,,,4703
,,,,,,,2520
,,,,,,,4365
,,,,,,,1821
,,,,,,,2477
,,,,,,,226
,,,,,,,2782
,,,,,,,63
,,,,,,,512
,,,,,,,2458
,,,,,,,2243
,,,,,,,444
,,,,,,,2714
,,,,,,,2942
,,,,,,,476
,,,,,,,3707
,,,,,,,4835
,,,,,,,4482
,,,,,,,2044
,,,,,,,4441
,,,,,,,3628
,,,,,,,2597
,,,,,,,1174
,,,,,,,1838
,,,,,,,3419
,,,,,,,2479
,,,,,,,2921
,,,,,,,764
,,,,,,,880
,,,,,,,4300
,,,,,,,1357
,,,,,,,1500
,,,,,,,4281
,,,,,,,2104
,,,,,,,2036
,,,,,,,1012
,,,,,,,3749
,,,,,,,461
,,,,,,,3404
,,,,,,,3000
,,,,,,,1594
,,,,,,,1771
,,,,,,,4973
,,,,,,,1916
,,,,,,,2072
,,,,,,,1044
,,,,,,,2096
,,,,,,,2011
,,,,,,,3519
,,,,,,,4538
,,,,,,,1283
,,,,,,,4500
,,,,,,,3692
,,,,,,,4624
,,,,,,,4637
,,,,,,,4512
,,,,,,,3234
,,,,,,,2528
,,,,,,,3871
,,,,,,,1679
,,,,,,,4854
,,,,,,,1528
,,,,,,,293
,,,,,,,2765
,,,,,,,3688
,,,,,,,2479
,,,,,,,4970
,,,,,,,2249
,,,,,,,2951
,,,,,,,4764
,,,,,,,3433
,,,,,,,219
,,,,,,,4257
,,,,,,,576
,,,,,,,2899
,,,,,,,4779
,,,,,,,1990
,,,,,,,687
,,,,,,,2572
,,,,,,,1616
,,,,,,,352
,,,,,,,3021
,,,,,,,4690
,,,,,,,3176
,,,,,,,4919
,,,,,,,2467
,,,,,,,2618
,,,,,,,3614
,,,,,,,1335
,,,,,,,981
,,,,,,,464
,,,,,,,1651
,,,,,,,646
,,,,,,,4365
,,,,,,,2949
,,,,,,,3257
,,,,,,,301
,,,,,,,700
,,,,,,,3976
,,,,,,,3425
,,,,,,,391
,,,,,,,2754
,,,,,,,1511
,,,,,,,4446
,,,,,,,3116
,,,,,,,2688
,,,,,,,4822
,,,,,,,1479
,,,,,,,667
,,,,,,,675
,,,,,,,1374
,,,,,,,3372
,,,,,,,2574
,,,,,,,4182
,,,,,,,841
,,,,,,,2855
,,,,,,,3348
,,,,,,,350
,,,,,,,2755
,,,,,,,1243
,,,,,,,4523
,,,,,,,4031
,,,,,,,3509
,,,,,,,2465
,,,,,,,2000
,,,,,,,1554
,,,,,,,4801
,,,,,,,3906
